Time,Text
12/11/2025 6:11,Order 2549727153 successfully placed
12/11/2025 6:11,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 6:04,Order 2549714034 for symbol DELTAIN:BTCUSD.P has been executed at price 91483.5 for 12 units
12/11/2025 6:04,Order 2549714034 successfully placed
12/11/2025 6:04,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 6:02,Order 2549710438 for symbol DELTAIN:BTCUSD.P has been executed at price 91654.5 for 12 units
12/11/2025 6:02,Order 2549710438 successfully placed
12/11/2025 6:02,Order 2549706714 successfully cancelled
12/11/2025 6:02,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 6:00,Order 2549706714 successfully placed
12/11/2025 6:00,Modify position for symbol DELTAIN:BTCUSD.P with TP 91636.2
12/11/2025 5:59,Order 2549704992 for symbol DELTAIN:BTCUSD.P has been executed at price 91739.5 for 12 units
12/11/2025 5:59,Order 2549704992 successfully placed
12/11/2025 5:59,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 2:24,Order 2549131944 for symbol DELTAIN:BTCUSD.P has been executed at price 92472.0 for 12 units
12/11/2025 1:17,Order 2549131944 successfully placed
12/11/2025 1:17,Modify position for symbol DELTAIN:BTCUSD.P with TP 92486.0
12/11/2025 1:12,Order 2549103894 for symbol DELTAIN:BTCUSD.P has been executed at price 92486.0 for 12 units
12/11/2025 1:12,Order 2549103894 successfully placed
12/11/2025 1:12,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 1:12,Order 2549097888 for symbol DELTAIN:BTCUSD.P has been executed at price 92519.0 for 12 units
12/11/2025 1:12,Order 2549097888 successfully placed
12/11/2025 1:12,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 1:06,Order 2549060925 for symbol DELTAIN:BTCUSD.P has been executed at price 92725.0 for 24 units
12/11/2025 1:06,Order 2549060925 successfully placed
12/11/2025 1:06,Call to place market order to sell 24 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 1:05,Order 2549050565 successfully cancelled
12/11/2025 1:05,Modify position for symbol DELTAIN:BTCUSD.P
12/11/2025 1:05,Order 2549050565 successfully placed
12/11/2025 1:05,Modify position for symbol DELTAIN:BTCUSD.P with SL 92831.7
12/11/2025 0:46,Order 2548944189 for symbol DELTAIN:BTCUSD.P has been executed at price 93040.0 for 12 units
12/11/2025 0:46,Order 2548944189 successfully placed
12/11/2025 0:45,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 0:41,Order 2548917807 for symbol DELTAIN:BTCUSD.P has been executed at price 92827.0 for 12 units
12/11/2025 0:41,Order 2548917807 successfully placed
12/11/2025 0:41,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 0:31,Order 2548844998 for symbol DELTAIN:BTCUSD.P has been executed at price 92694.0 for 12 units
12/11/2025 0:31,Order 2548844998 successfully placed
12/11/2025 0:31,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 0:30,Failed to execute order 2548834407; reason: insufficient funds
12/11/2025 0:30,Order 2548834407 successfully placed
12/11/2025 0:30,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/10/2025 20:21,Order 2547584912 for symbol DELTAIN:BTCUSD.P has been executed at price 91682.0 for 12 units
12/10/2025 20:17,Order 2547584912 modification confirmed
12/10/2025 20:17,Modify position for symbol DELTAIN:BTCUSD.P with TP 91730.8
12/10/2025 20:15,Order 2547584912 successfully placed
12/10/2025 20:15,Modify position for symbol DELTAIN:BTCUSD.P with TP 91688.6
12/10/2025 20:14,Order 2547583037 for symbol DELTAIN:BTCUSD.P has been executed at price 91857.0 for 12 units
12/10/2025 20:14,Order 2547583037 successfully placed
12/10/2025 20:14,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/10/2025 20:02,Order 2547266185 for symbol DELTAIN:BTCUSD.P has been executed at price 91999.0 for 12 units
12/10/2025 20:02,Order 2547232872 successfully cancelled
12/10/2025 19:56,Order 2547232872 modification confirmed
12/10/2025 19:56,Order 2547266185 modification confirmed
12/10/2025 19:56,Modify position for symbol DELTAIN:BTCUSD.P with SL 91988.2 and TP 91754.4
12/10/2025 19:56,Order 2547232872 modification confirmed
12/10/2025 19:56,Order 2547266185 modification confirmed
12/10/2025 19:56,Modify position for symbol DELTAIN:BTCUSD.P with SL 91988.2 and TP 91427.6
12/10/2025 19:14,Order 2547232872 modification confirmed
12/10/2025 19:14,Order 2547266185 successfully placed
12/10/2025 19:14,Modify position for symbol DELTAIN:BTCUSD.P with SL 92188.5 and TP 91427.6
12/10/2025 19:03,Order 2547232872 successfully placed
12/10/2025 19:03,Modify position for symbol DELTAIN:BTCUSD.P with TP 91762.9
12/10/2025 19:03,Order 2547230930 for symbol DELTAIN:BTCUSD.P has been executed at price 91929.0 for 12 units
12/10/2025 19:03,Order 2547230930 successfully placed
12/10/2025 19:03,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/10/2025 18:59,Order 2547216877 for symbol DELTAIN:BTCUSD.P has been executed at price 92077.5 for 12 units
12/10/2025 18:59,Order 2547216877 successfully placed
12/10/2025 18:59,Order 2547205054 successfully cancelled
12/10/2025 18:59,Order 2547205053 successfully cancelled
12/10/2025 18:59,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/10/2025 18:56,Order 2547205054 successfully placed
12/10/2025 18:56,Order 2547205053 successfully placed
12/10/2025 18:56,Modify position for symbol DELTAIN:BTCUSD.P with SL 92015.1 and TP 92515.1
12/10/2025 18:55,Order 2547202285 for symbol DELTAIN:BTCUSD.P has been executed at price 92182.5 for 12 units
12/10/2025 18:55,Order 2547202285 successfully placed
12/10/2025 18:55,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/10/2025 15:35,Order 2546719255 for symbol DELTAIN:BTCUSD.P has been executed at price 93024.5 for 12 units
12/10/2025 15:35,Order 2546719255 successfully placed
12/10/2025 15:35,Order 2546695416 successfully cancelled
12/10/2025 15:35,Order 2546695415 successfully cancelled
12/10/2025 15:35,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/10/2025 15:34,Order 2546695416 modification confirmed
12/10/2025 15:34,Order 2546695415 modification confirmed
12/10/2025 15:34,Modify position for symbol DELTAIN:BTCUSD.P with SL 92889.8 and TP 93216.0
12/10/2025 15:25,Order 2546695416 modification confirmed
12/10/2025 15:25,Order 2546695415 modification confirmed
12/10/2025 15:25,Modify position for symbol DELTAIN:BTCUSD.P with SL 92588.7 and TP 93216.0
12/10/2025 15:25,Order 2546695416 successfully placed
12/10/2025 15:25,Order 2546695415 successfully placed
12/10/2025 15:25,Modify position for symbol DELTAIN:BTCUSD.P with SL 92583.8 and TP 93216.0
12/10/2025 15:24,Order 2546694514 for symbol DELTAIN:BTCUSD.P has been executed at price 92799.5 for 12 units
12/10/2025 15:24,Order 2546694514 successfully placed
12/10/2025 15:24,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/9/2025 21:15,Order 2538944114 for symbol DELTAIN:BTCUSD.P has been executed at price 92103.5 for 12 units
12/8/2025 20:06,Order 2538944114 modification confirmed
12/8/2025 20:06,Modify position for symbol DELTAIN:BTCUSD.P with TP 92102.2
12/8/2025 16:14,Order 2538944114 successfully placed
12/8/2025 16:14,Modify position for symbol DELTAIN:BTCUSD.P with TP 92397.1
12/8/2025 16:13,Order 2538942302 for symbol DELTAIN:BTCUSD.P has been executed at price 92145.5 for 12 units
12/8/2025 16:13,Order 2538942302 successfully placed
12/8/2025 16:13,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/8/2025 16:13,Order 2538941360 for symbol DELTAIN:BTCUSD.P has been executed at price 92146.0 for 12 units
12/8/2025 16:13,Order 2538941360 successfully placed
12/8/2025 16:13,Order 2538938803 successfully cancelled
12/8/2025 16:13,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/8/2025 16:12,Order 2538938803 successfully placed
12/8/2025 16:12,Modify position for symbol DELTAIN:BTCUSD.P with TP 92222.4
12/8/2025 16:11,Order 2538938432 for symbol DELTAIN:BTCUSD.P has been executed at price 92137.5 for 12 units
12/8/2025 16:11,Order 2538938432 successfully placed
12/8/2025 16:11,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/8/2025 14:07,Order 2538630863 for symbol DELTAIN:BTCUSD.P has been executed at price 91712.0 for 12 units
12/8/2025 13:45,Order 2538630863 successfully placed
12/8/2025 13:45,Modify position for symbol DELTAIN:BTCUSD.P with TP 91705.3
12/8/2025 13:45,Order 2538629893 for symbol DELTAIN:BTCUSD.P has been executed at price 91620.5 for 12 units
12/8/2025 13:45,Order 2538629893 successfully placed
12/8/2025 13:45,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/8/2025 3:49,Order 2537651051 for symbol DELTAIN:BTCUSD.P has been executed at price 89218.0 for 12 units
12/8/2025 3:48,Order 2537651051 successfully placed
12/8/2025 3:48,Modify position for symbol DELTAIN:BTCUSD.P with TP 89226.7
12/8/2025 3:46,Order 2537648556 for symbol DELTAIN:BTCUSD.P has been executed at price 89185.0 for 12 units
12/8/2025 3:46,Order 2537648556 successfully placed
12/8/2025 3:46,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/8/2025 3:07,Order 2537588977 for symbol DELTAIN:BTCUSD.P has been executed at price 90671.5 for 12 units
12/8/2025 3:01,Order 2537588977 successfully placed
12/8/2025 3:01,Modify position for symbol DELTAIN:BTCUSD.P with TP 90688.0
12/8/2025 3:00,Order 2537588785 for symbol DELTAIN:BTCUSD.P has been executed at price 90855.5 for 12 units
12/8/2025 3:00,Order 2537588785 successfully placed
12/8/2025 3:00,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/7/2025 18:52,Order 2536622449 for symbol DELTAIN:BTCUSD.P has been executed at price 88999.0 for 12 units
12/7/2025 15:43,Order 2536626394 for symbol BITSTAMP:ETHUSD has been executed at price 3037.4 for 2 units
12/7/2025 15:33,Order 2536626394 successfully placed
12/7/2025 15:33,Modify position for symbol BITSTAMP:ETHUSD with TP 3037.4
12/7/2025 15:32,Order 2536625790 for symbol BITSTAMP:ETHUSD has been executed at price 3032.4 for 2 units
12/7/2025 15:32,Order 2536625790 successfully placed
12/7/2025 15:32,Call to place market order to buy 2 units of symbol BITSTAMP:ETHUSD 
12/7/2025 15:32,Failed to execute order 2536625479; reason: insufficient funds
12/7/2025 15:32,Order 2536625479 successfully placed
12/7/2025 15:32,Call to place market order to buy 2 units of symbol BITSTAMP:ETHUSD 
12/7/2025 15:29,Order 2536622449 successfully placed
12/7/2025 15:29,Modify position for symbol DELTAIN:BTCUSD.P with TP 89000.0
12/7/2025 15:29,Order 2536622146 for symbol DELTAIN:BTCUSD.P has been executed at price 89078.5 for 12 units
12/7/2025 15:29,Order 2536622146 successfully placed
12/7/2025 15:29,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/7/2025 14:54,Order 2536581762 for symbol DELTAIN:BTCUSD.P has been executed at price 89089.0 for 11 units
12/7/2025 14:54,Order 2536581762 successfully placed
12/7/2025 14:54,Order 2534086205 successfully cancelled
12/7/2025 14:54,Order 2534088077 successfully cancelled
12/7/2025 14:54,Call to place market order to buy 11 units of symbol DELTAIN:BTCUSD.P 
12/7/2025 13:52,Order 2534086205 modification confirmed
12/7/2025 13:52,Order 2534088077 modification confirmed
12/7/2025 13:52,Modify position for symbol DELTAIN:BTCUSD.P with SL 89805.1 and TP 88170.6
12/7/2025 13:46,Order 2534086205 modification confirmed
12/7/2025 13:46,Order 2534088077 modification confirmed
12/7/2025 13:46,Modify position for symbol DELTAIN:BTCUSD.P with SL 89672.3 and TP 88618.9
12/5/2025 23:52,Order 2534086205 modification confirmed
12/5/2025 23:52,Order 2534088077 successfully placed
12/5/2025 23:52,Modify position for symbol DELTAIN:BTCUSD.P with SL 90378.8 and TP 87085.6
12/5/2025 23:52,Order 2534086205 successfully placed
12/5/2025 23:52,Modify position for symbol DELTAIN:BTCUSD.P with TP 88245.5
12/5/2025 23:52,Order 2534085019 for symbol DELTAIN:BTCUSD.P has been executed at price 89260.5 for 11 units
12/5/2025 23:52,Order 2534085019 successfully placed
12/5/2025 23:52,Call to place market order to sell 11 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 23:51,Failed to execute order 2534084677; reason: insufficient funds
12/5/2025 23:51,Order 2534084677 successfully placed
12/5/2025 23:51,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 23:50,Order 2534043242 for symbol DELTAIN:BTCUSD.P has been executed at price 89357.5 for 11 units
12/5/2025 23:50,Order 2534042044 successfully cancelled
12/5/2025 23:45,Order 2534042044 modification confirmed
12/5/2025 23:45,Order 2534043242 modification confirmed
12/5/2025 23:45,Modify position for symbol DELTAIN:BTCUSD.P with SL 89382.9 and TP 89792.2
12/5/2025 23:45,Order 2534042044 modification confirmed
12/5/2025 23:45,Order 2534043242 modification confirmed
12/5/2025 23:45,Modify position for symbol DELTAIN:BTCUSD.P with SL 89348.8 and TP 89792.2
12/5/2025 23:45,Order 2534042044 modification confirmed
12/5/2025 23:45,Order 2534043242 modification confirmed
12/5/2025 23:45,Modify position for symbol DELTAIN:BTCUSD.P with SL 89374.4 and TP 89792.2
12/5/2025 23:38,Order 2534042044 modification confirmed
12/5/2025 23:38,Order 2534043242 successfully placed
12/5/2025 23:38,Modify position for symbol DELTAIN:BTCUSD.P with SL 89374.4 and TP 90157.0
12/5/2025 23:38,Order 2534042044 successfully placed
12/5/2025 23:38,Modify position for symbol DELTAIN:BTCUSD.P with TP 90157.0
12/5/2025 23:38,Order 2534040428 for symbol DELTAIN:BTCUSD.P has been executed at price 89696.0 for 11 units
12/5/2025 23:38,Order 2534040428 successfully placed
12/5/2025 23:38,Call to place market order to buy 11 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 13:37,Order 2531959022 for symbol DELTAIN:BTCUSD.P has been executed at price 92030.5 for 11 units
12/5/2025 13:37,Order 2531962355 successfully cancelled
12/5/2025 13:29,Order 2531959022 modification confirmed
12/5/2025 13:29,Order 2531962355 successfully placed
12/5/2025 13:29,Modify position for symbol DELTAIN:BTCUSD.P with SL 92257.8 and TP 92031.3
12/5/2025 13:27,Order 2531959022 successfully placed
12/5/2025 13:27,Modify position for symbol DELTAIN:BTCUSD.P with TP 92087.6
12/5/2025 13:27,Order 2531958496 for symbol DELTAIN:BTCUSD.P has been executed at price 92178.5 for 11 units
12/5/2025 13:27,Order 2531958496 successfully placed
12/5/2025 13:27,Call to place market order to sell 11 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 3:22,Order 2531081179 for symbol DELTAIN:BTCUSD.P has been executed at price 92197.5 for 11 units
12/5/2025 3:22,Order 2531081413 successfully cancelled
12/5/2025 3:21,Order 2531081413 successfully placed
12/5/2025 3:21,Order 2531081179 modification confirmed
12/5/2025 3:21,Modify position for symbol DELTAIN:BTCUSD.P with SL 92191.2 and TP 91966.9
12/5/2025 3:20,Order 2531081179 successfully placed
12/5/2025 3:20,Modify position for symbol DELTAIN:BTCUSD.P with SL 92191.2
12/5/2025 3:20,Order 2531081046 for symbol DELTAIN:BTCUSD.P has been executed at price 92116.5 for 11 units
12/5/2025 3:20,Order 2531081046 successfully placed
12/5/2025 3:20,Call to place market order to sell 11 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 0:44,Order 2530698720 for symbol DELTAIN:BTCUSD.P has been executed at price 91336.0 for 11 units
12/5/2025 0:44,Order 2530698720 modification confirmed
12/5/2025 0:44,Modify position for symbol DELTAIN:BTCUSD.P with TP 91340.4
12/5/2025 0:43,Order 2530698720 successfully placed
12/5/2025 0:43,Modify position for symbol DELTAIN:BTCUSD.P with TP 91326.6
12/5/2025 0:43,Order 2530698205 for symbol DELTAIN:BTCUSD.P has been executed at price 91431.0 for 11 units
12/5/2025 0:43,Order 2530698205 successfully placed
12/5/2025 0:43,Call to place market order to sell 11 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 0:43,Order 2530697273 for symbol DELTAIN:BTCUSD.P has been executed at price 91473.0 for 11 units
12/5/2025 0:43,Order 2530697273 successfully placed
12/5/2025 0:43,Order 2530695795 successfully cancelled
12/5/2025 0:43,Call to place market order to buy 11 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 0:43,Order 2530695795 successfully placed
12/5/2025 0:43,Modify position for symbol DELTAIN:BTCUSD.P with TP 91292.0
12/5/2025 0:42,Order 2530694745 for symbol DELTAIN:BTCUSD.P has been executed at price 91569.0 for 11 units
12/5/2025 0:42,Order 2530694745 successfully placed
12/5/2025 0:42,Call to place market order to sell 11 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 0:37,Order 2530678292 for symbol DELTAIN:BTCUSD.P has been executed at price 91940.0 for 11 units
12/5/2025 0:37,Order 2530678292 successfully placed
12/5/2025 0:37,Order 2530607837 successfully cancelled
12/5/2025 0:37,Call to place market order to buy 11 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 0:35,Order 2530607837 modification confirmed
12/5/2025 0:35,Modify position for symbol DELTAIN:BTCUSD.P with TP 91831.2
12/5/2025 0:12,Order 2530607837 successfully placed
12/5/2025 0:12,Modify position for symbol DELTAIN:BTCUSD.P with TP 91685.9
12/5/2025 0:12,Order 2530606165 for symbol DELTAIN:BTCUSD.P has been executed at price 92057.5 for 11 units
12/5/2025 0:12,Order 2530606165 successfully placed
12/5/2025 0:12,Call to place market order to sell 11 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 0:12,Order 2530605408 for symbol DELTAIN:BTCUSD.P has been executed at price 92045.5 for 9 units
12/5/2025 0:12,Order 2530605408 successfully placed
12/5/2025 0:12,Call to place market order to sell 9 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 0:11,Order 2530604766 for symbol DELTAIN:BTCUSD.P has been executed at price 92015.0 for 10 units
12/5/2025 0:11,Order 2530604766 successfully placed
12/5/2025 0:11,Call to place market order to buy 10 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 0:11,Order 2530602122 for symbol DELTAIN:BTCUSD.P has been executed at price 92032.5 for 1 units
12/5/2025 0:11,Order 2530602122 successfully placed
12/5/2025 0:11,Call to place market order to sell 1 units of symbol DELTAIN:BTCUSD.P 
12/5/2025 0:10,Order 2530598608 for symbol DELTAIN:BTCUSD.P has been executed at price 92225.0 for 11 units
12/5/2025 0:10,Order 2530598608 successfully placed
12/5/2025 0:10,Order 2530558087 successfully cancelled
12/5/2025 0:10,Call to place market order to sell 11 units of symbol DELTAIN:BTCUSD.P 
12/4/2025 23:58,Failed to execute order 2530561072; reason: insufficient funds
12/4/2025 23:58,Order 2530561072 successfully placed
12/4/2025 23:58,Call to place market order to buy 1 units of symbol DELTAIN:BTCUSD.P 
12/4/2025 23:57,Order 2530558087 successfully placed
12/4/2025 23:57,Modify position for symbol DELTAIN:BTCUSD.P with TP 92613.1
12/4/2025 23:55,Order 2530553078 for symbol DELTAIN:BTCUSD.P has been executed at price 92428.0 for 11 units
12/4/2025 23:55,Order 2530553078 successfully placed
12/4/2025 23:55,Call to place market order to buy 11 units of symbol DELTAIN:BTCUSD.P 
12/4/2025 19:57,Order 2528968403 for symbol DELTAIN:BTCUSD.P has been executed at price 92733.5 for 11 units
12/4/2025 19:57,Order 2528968404 successfully cancelled
12/4/2025 19:28,Order 2528968404 modification confirmed
12/4/2025 19:28,Order 2528968403 modification confirmed
12/4/2025 19:28,Modify position for symbol DELTAIN:BTCUSD.P with SL 92728.4 and TP 92166.3
12/4/2025 19:22,Order 2528968404 modification confirmed
12/4/2025 19:22,Order 2528968403 modification confirmed
12/4/2025 19:22,Modify position for symbol DELTAIN:BTCUSD.P with SL 92728.4 and TP 91897.2
12/4/2025 19:22,Order 2528968404 modification confirmed
12/4/2025 19:22,Order 2528968403 modification confirmed
12/4/2025 19:22,Modify position for symbol DELTAIN:BTCUSD.P with SL 92790.0 and TP 91897.2
12/4/2025 18:54,Order 2528968404 modification confirmed
12/4/2025 18:54,Order 2528968403 modification confirmed
12/4/2025 18:54,Modify position for symbol DELTAIN:BTCUSD.P with SL 92952.3 and TP 91897.2
12/4/2025 18:53,Order 2528968404 modification confirmed
12/4/2025 18:53,Order 2528968403 modification confirmed
12/4/2025 18:53,Modify position for symbol DELTAIN:BTCUSD.P with SL 92960.3 and TP 91897.2
12/4/2025 18:43,Order 2528968404 successfully placed
12/4/2025 18:43,Order 2528968403 successfully placed
12/4/2025 18:43,Modify position for symbol DELTAIN:BTCUSD.P with SL 92960.3 and TP 91807.8
12/4/2025 18:42,Order 2528966786 for symbol DELTAIN:BTCUSD.P has been executed at price 92625.0 for 11 units
12/4/2025 18:42,Order 2528966786 successfully placed
12/4/2025 18:42,Call to place market order to sell 11 units of symbol DELTAIN:BTCUSD.P 
12/4/2025 18:18,Order 2528893831 for symbol OANDA:XAUUSD has been executed at price 4190.610 for 250 units
12/4/2025 18:18,Order 2528893831 successfully placed
12/4/2025 18:18,Order 2528888678 successfully cancelled
12/4/2025 18:18,Order 2528888677 successfully cancelled
12/4/2025 18:18,Call to place market order to sell 250 units of symbol OANDA:XAUUSD 
12/4/2025 18:16,Order 2528888678 successfully placed
12/4/2025 18:16,Order 2528888677 successfully placed
12/4/2025 18:16,Modify position for symbol OANDA:XAUUSD with SL 4190.886 and TP 4200.930
12/4/2025 18:15,Order 2528887679 for symbol OANDA:XAUUSD has been executed at price 4193.790 for 250 units
12/4/2025 18:15,Order 2528887679 successfully placed
12/4/2025 18:15,Call to place market order to buy 250 units of symbol OANDA:XAUUSD 
12/4/2025 18:03,Order 2528830088 for symbol DELTAIN:BTCUSD.P has been executed at price 92869.5 for 11 units
12/4/2025 18:03,Order 2528830089 successfully cancelled
12/4/2025 18:01,Order 2528830089 modification confirmed
12/4/2025 18:01,Order 2528830088 modification confirmed
12/4/2025 18:01,Modify position for symbol DELTAIN:BTCUSD.P with SL 92858.3 and TP 92720.7
12/4/2025 18:01,Order 2528830089 modification confirmed
12/4/2025 18:01,Order 2528830088 modification confirmed
12/4/2025 18:01,Modify position for symbol DELTAIN:BTCUSD.P with SL 92911.5 and TP 92720.7
12/4/2025 17:52,Order 2528830089 successfully placed
12/4/2025 17:52,Order 2528830088 successfully placed
12/4/2025 17:52,Modify position for symbol DELTAIN:BTCUSD.P with SL 92911.5 and TP 92539.2
12/4/2025 17:52,Order 2528829012 for symbol DELTAIN:BTCUSD.P has been executed at price 92767.5 for 11 units
12/4/2025 17:52,Order 2528829012 successfully placed
12/4/2025 17:52,Call to place market order to sell 11 units of symbol DELTAIN:BTCUSD.P 
12/4/2025 16:56,Order 2528705540 for symbol DELTAIN:BTCUSD.P has been executed at price 93033.0 for 11 units
12/4/2025 16:56,Order 2528705540 successfully placed
12/4/2025 16:56,Order 2528685331 successfully cancelled
12/4/2025 16:56,Order 2528685330 successfully cancelled
12/4/2025 16:56,Call to place market order to buy 11 units of symbol DELTAIN:BTCUSD.P 
12/4/2025 16:54,Order 2528685331 modification confirmed
12/4/2025 16:54,Order 2528685330 modification confirmed
12/4/2025 16:54,Modify position for symbol DELTAIN:BTCUSD.P with SL 93308.9 and TP 92981.7
12/4/2025 16:45,Order 2528685331 successfully placed
12/4/2025 16:45,Order 2528685330 successfully placed
12/4/2025 16:45,Modify position for symbol DELTAIN:BTCUSD.P with SL 93374.2 and TP 92981.7
12/4/2025 16:45,Order 2528684673 for symbol DELTAIN:BTCUSD.P has been executed at price 93200.5 for 11 units
12/4/2025 16:45,Order 2528684673 successfully placed
12/4/2025 16:45,Call to place market order to sell 11 units of symbol DELTAIN:BTCUSD.P 
12/4/2025 4:08,Order 2527392412 for symbol FX:USDJPY has been executed at price 155.213 for 1000000 units
12/4/2025 4:08,Order 2527392413 successfully cancelled
12/4/2025 4:08,Order 2527392413 successfully placed
12/4/2025 4:08,Order 2527392412 successfully placed
12/4/2025 4:08,Modify position for symbol FX:USDJPY with SL 155.212 and TP 155.032
12/4/2025 4:07,Order 2527391784 for symbol FX:USDJPY has been executed at price 155.175 for 1000000 units
12/4/2025 4:07,Order 2527391784 successfully placed
12/4/2025 4:07,Call to place market order to sell 1000000 units of symbol FX:USDJPY 
12/4/2025 4:07,Order 2527390097 for symbol FX:USDJPY has been executed at price 155.209 for 1090000 units
12/4/2025 4:07,Order 2527389668 successfully cancelled
12/4/2025 4:06,Order 2527390978 for symbol FX:USDJPY has been executed at price 155.174 for 90000 units
12/4/2025 4:06,Order 2527390978 successfully placed
12/4/2025 4:06,Call to place market order to sell 90000 units of symbol FX:USDJPY 
12/4/2025 4:05,Order 2527389668 modification confirmed
12/4/2025 4:05,Order 2527390097 successfully placed
12/4/2025 4:05,Modify position for symbol FX:USDJPY with SL 155.209 and TP 155.032
12/4/2025 4:05,Order 2527389668 successfully placed
12/4/2025 4:05,Modify position for symbol FX:USDJPY with TP 155.037
12/4/2025 4:05,Order 2527389570 for symbol FX:USDJPY has been executed at price 155.170 for 1000000 units
12/4/2025 4:05,Order 2527389570 successfully placed
12/4/2025 4:05,Call to place market order to sell 1000000 units of symbol FX:USDJPY 
12/4/2025 3:26,Order 2524514568 for symbol DELTAIN:BTCUSD.P has been executed at price 93488.5 for 11 units
12/3/2025 22:46,Order 2524514568 modification confirmed
12/3/2025 22:46,Modify position for symbol DELTAIN:BTCUSD.P with TP 93486.5
12/3/2025 22:20,Order 2524514568 modification confirmed
12/3/2025 22:20,Modify position for symbol DELTAIN:BTCUSD.P with TP 93436.6
12/3/2025 12:41,Order 2524514568 successfully placed
12/3/2025 12:41,Modify position for symbol DELTAIN:BTCUSD.P with TP 93887.8
12/3/2025 11:13,Order 2524345298 for symbol DELTAIN:BTCUSD.P has been executed at price 93432.0 for 11 units
12/3/2025 11:13,Order 2524345298 successfully placed
12/3/2025 11:13,Call to place market order to buy 11 units of symbol DELTAIN:BTCUSD.P 
12/3/2025 3:31,Order 2523558392 for symbol DELTAIN:BTCUSD.P has been executed at price 91625.0 for 11 units
12/3/2025 3:31,Order 2523588111 successfully cancelled
12/3/2025 3:24,Order 2523558392 modification confirmed
12/3/2025 3:24,Order 2523588111 successfully placed
12/3/2025 3:24,Modify position for symbol DELTAIN:BTCUSD.P with SL 91351.9 and TP 91622.7
12/3/2025 2:59,Order 2523558392 successfully placed
12/3/2025 2:59,Modify position for symbol DELTAIN:BTCUSD.P with TP 91622.7
12/3/2025 2:59,Order 2523557595 for symbol DELTAIN:BTCUSD.P has been executed at price 91395.5 for 11 units
12/3/2025 2:59,Order 2523557595 successfully placed
12/3/2025 2:59,Call to place market order to buy 11 units of symbol DELTAIN:BTCUSD.P 
12/3/2025 1:48,Order 2523390755 for symbol DELTAIN:BTCUSD.P has been executed at price 91203.0 for 11 units
12/3/2025 1:43,Order 2523390755 successfully placed
12/3/2025 1:43,Modify position for symbol DELTAIN:BTCUSD.P with TP 91213.4
12/3/2025 1:43,Order 2523390281 for symbol DELTAIN:BTCUSD.P has been executed at price 91581.0 for 22 units
12/3/2025 1:43,Order 2523286810 successfully cancelled
12/3/2025 1:43,Order 2523390281 successfully placed
12/3/2025 1:43,Call to place market order to sell 22 units of symbol DELTAIN:BTCUSD.P 
12/3/2025 1:17,Order 2523286810 modification confirmed
12/3/2025 1:17,Order 2523287619 successfully cancelled
12/3/2025 1:17,Modify position for symbol DELTAIN:BTCUSD.P with TP 92320.4
12/3/2025 1:07,Order 2523286810 modification confirmed
12/3/2025 1:07,Order 2523287619 successfully placed
12/3/2025 1:07,Modify position for symbol DELTAIN:BTCUSD.P with SL 91969.0 and TP 92320.4
