Time,Text
12/16/2025 17:29,Call to place market order to buy 25 units of symbol FX:XAUUSD 
12/16/2025 17:29,Order 2565116478 for symbol DELTAIN:BTCUSD.P has been executed at price 87229.5 for 13 units
12/16/2025 17:29,Order 2565116478 successfully placed
12/16/2025 17:29,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/16/2025 15:29,Order 2564854200 for symbol FX:XAUUSD has been executed at price 4280.28 for 285 units
12/16/2025 15:29,Order 2564853709 successfully cancelled
12/16/2025 15:21,Order 2564853709 modification confirmed
12/16/2025 15:21,Order 2564854200 successfully placed
12/16/2025 15:21,Modify position for symbol FX:XAUUSD with SL 4280.28 and TP 4276.74
12/16/2025 15:21,Order 2564853709 successfully placed
12/16/2025 15:21,Modify position for symbol FX:XAUUSD with TP 4276.74
12/16/2025 15:21,Order 2564852280 for symbol FX:XAUUSD has been executed at price 4278.50 for 285 units
12/16/2025 15:21,Order 2564852280 successfully placed
12/16/2025 15:21,Call to place market order to sell 285 units of symbol FX:XAUUSD 
12/15/2025 7:08,Order 2559460451 for symbol DELTAIN:BTCUSD.P has been executed at price 89248.5 for 13 units
12/14/2025 23:54,Order 2559460451 modification confirmed
12/14/2025 23:54,Modify position for symbol DELTAIN:BTCUSD.P with TP 89248.0
12/14/2025 23:54,Order 2559460451 modification confirmed
12/14/2025 23:54,Modify position for symbol DELTAIN:BTCUSD.P with TP 89209.6
12/14/2025 22:02,Order 2559460451 successfully placed
12/14/2025 22:02,Modify position for symbol DELTAIN:BTCUSD.P with TP 89324.7
12/14/2025 22:00,Order 2559457101 for symbol DELTAIN:BTCUSD.P has been executed at price 89286.5 for 13 units
12/14/2025 22:00,Order 2559457101 successfully placed
12/14/2025 22:00,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/14/2025 21:24,Order 2559401500 for symbol DELTAIN:BTCUSD.P has been executed at price 88982.5 for 13 units
12/14/2025 21:24,Order 2559401500 successfully placed
12/14/2025 21:24,Order 2559396893 successfully cancelled
12/14/2025 21:24,Order 2559396892 successfully cancelled
12/14/2025 21:24,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/14/2025 21:20,Order 2559396893 successfully placed
12/14/2025 21:20,Order 2559396892 successfully placed
12/14/2025 21:20,Modify position for symbol DELTAIN:BTCUSD.P with SL 89233.6 and TP 88628.1
12/14/2025 21:20,Order 2559396482 for symbol DELTAIN:BTCUSD.P has been executed at price 88973.0 for 13 units
12/14/2025 21:20,Order 2559396482 successfully placed
12/14/2025 21:20,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/13/2025 4:46,Order 2557093940 rejected; reason: out_of_session
12/13/2025 4:46,Call to place market order to sell 1 units of symbol OANDA:XAUUSD 
12/13/2025 4:46,Order 2557093900 rejected; reason: out_of_session
12/13/2025 4:46,Call to place market order to sell 1 units of symbol OANDA:XAUUSD 
12/13/2025 1:03,Order 2556793837 for symbol CRYPTO:ETHUSD has been executed at price 3072.55 for 400 units
12/13/2025 1:03,Order 2556793837 successfully placed
12/13/2025 1:03,Order 2556766338 successfully cancelled
12/13/2025 1:03,Call to place market order to buy 400 units of symbol CRYPTO:ETHUSD 
12/13/2025 0:54,Order 2556766338 modification confirmed
12/13/2025 0:54,Modify position for symbol CRYPTO:ETHUSD with TP 3069.01
12/13/2025 0:54,Order 2556766338 modification confirmed
12/13/2025 0:54,Modify position for symbol CRYPTO:ETHUSD with TP 3067.31
12/13/2025 0:52,Order 2556766338 successfully placed
12/13/2025 0:52,Modify position for symbol CRYPTO:ETHUSD with TP 3056.51
12/13/2025 0:52,Order 2556765807 for symbol CRYPTO:ETHUSD has been executed at price 3072.42 for 400 units
12/13/2025 0:52,Order 2556765807 successfully placed
12/13/2025 0:52,Call to place market order to sell 400 units of symbol CRYPTO:ETHUSD 
12/13/2025 0:20,Order 2556673280 for symbol DELTAIN:BTCUSD.P has been executed at price 90580.0 for 13 units
12/13/2025 0:20,Order 2556673280 successfully placed
12/13/2025 0:20,Order 2556642860 successfully cancelled
12/13/2025 0:20,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/13/2025 0:10,Order 2556642860 successfully placed
12/13/2025 0:10,Modify position for symbol DELTAIN:BTCUSD.P with TP 90649.5
12/13/2025 0:10,Order 2556642373 for symbol DELTAIN:BTCUSD.P has been executed at price 90569.5 for 13 units
12/13/2025 0:10,Order 2556642373 successfully placed
12/13/2025 0:10,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/13/2025 0:07,Order 2556633507 for symbol DELTAIN:BTCUSD.P has been executed at price 90508.5 for 13 units
12/13/2025 0:07,Order 2556633507 successfully placed
12/13/2025 0:07,Order 2556616327 successfully cancelled
12/13/2025 0:07,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/13/2025 0:02,Order 2556616327 modification confirmed
12/13/2025 0:02,Modify position for symbol DELTAIN:BTCUSD.P with TP 90606.3
12/13/2025 0:02,Order 2556616327 modification confirmed
12/13/2025 0:02,Modify position for symbol DELTAIN:BTCUSD.P with TP 90633.3
12/13/2025 0:01,Order 2556616327 modification confirmed
12/13/2025 0:01,Modify position for symbol DELTAIN:BTCUSD.P with TP 90676.8
12/13/2025 0:00,Order 2556616327 successfully placed
12/13/2025 0:00,Modify position for symbol DELTAIN:BTCUSD.P with TP 90685.8
12/13/2025 0:00,Order 2556615871 for symbol DELTAIN:BTCUSD.P has been executed at price 90523.0 for 13 units
12/13/2025 0:00,Order 2556615871 successfully placed
12/13/2025 0:00,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 23:59,Order 2556612929 for symbol DELTAIN:BTCUSD.P has been executed at price 90484.5 for 13 units
12/12/2025 23:59,Order 2556612929 successfully placed
12/12/2025 23:59,Order 2556610717 successfully cancelled
12/12/2025 23:59,Order 2556610716 successfully cancelled
12/12/2025 23:59,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 23:58,Order 2556610717 successfully placed
12/12/2025 23:58,Order 2556610716 successfully placed
12/12/2025 23:58,Modify position for symbol DELTAIN:BTCUSD.P with SL 90292.0 and TP 90843.4
12/12/2025 23:58,Order 2556609738 for symbol DELTAIN:BTCUSD.P has been executed at price 90478.0 for 13 units
12/12/2025 23:58,Order 2556609738 successfully placed
12/12/2025 23:58,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 23:38,Order 2556540606 for symbol FX:XAUUSD has been executed at price 4298.11 for 285 units
12/12/2025 23:38,Order 2556540606 successfully placed
12/12/2025 23:38,Order 2556524283 successfully cancelled
12/12/2025 23:38,Call to place market order to sell 285 units of symbol FX:XAUUSD 
12/12/2025 23:32,Order 2556524283 successfully placed
12/12/2025 23:32,Modify position for symbol FX:XAUUSD with TP 4299.33
12/12/2025 23:32,Order 2556523674 for symbol FX:XAUUSD has been executed at price 4294.25 for 285 units
12/12/2025 23:32,Order 2556523674 successfully placed
12/12/2025 23:32,Call to place market order to buy 285 units of symbol FX:XAUUSD 
12/12/2025 23:30,Order 2556517735 for symbol FX:XAUUSD has been executed at price 4292.25 for 285 units
12/12/2025 23:30,Order 2556517735 successfully placed
12/12/2025 23:30,Order 2556466974 successfully cancelled
12/12/2025 23:30,Order 2556466015 successfully cancelled
12/12/2025 23:30,Call to place market order to sell 285 units of symbol FX:XAUUSD 
12/12/2025 23:15,Order 2556466974 successfully placed
12/12/2025 23:15,Order 2556466015 modification confirmed
12/12/2025 23:15,Modify position for symbol FX:XAUUSD with SL 4289.92 and TP 4298.90
12/12/2025 23:15,Order 2556466015 successfully placed
12/12/2025 23:15,Modify position for symbol FX:XAUUSD with SL 4289.92
12/12/2025 23:11,Order 2556450208 for symbol FX:XAUUSD has been executed at price 4292.93 for 285 units
12/12/2025 23:11,Order 2556450208 successfully placed
12/12/2025 23:11,Call to place market order to buy 285 units of symbol FX:XAUUSD 
12/12/2025 18:02,Order 2554850874 for symbol DELTAIN:BTCUSD.P has been executed at price 92131.0 for 13 units
12/12/2025 18:02,Order 2554850874 successfully placed
12/12/2025 18:02,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 18:01,Order 2554849793 for symbol DELTAIN:BTCUSD.P has been executed at price 92137.0 for 13 units
12/12/2025 18:01,Order 2554849793 successfully placed
12/12/2025 18:01,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 17:18,Order 2554760482 for symbol FX:XAUUSD has been executed at price 4337.85 for 280 units
12/12/2025 17:18,Order 2554760482 successfully placed
12/12/2025 17:18,Order 2554649217 successfully cancelled
12/12/2025 17:18,Call to place market order to sell 280 units of symbol FX:XAUUSD 
12/12/2025 17:07,Order 2554649217 modification confirmed
12/12/2025 17:07,Modify position for symbol FX:XAUUSD with TP 4340.85
12/12/2025 16:26,Order 2554649217 modification confirmed
12/12/2025 16:26,Order 2554662688 successfully cancelled
12/12/2025 16:26,Modify position for symbol FX:XAUUSD with TP 4353.43
12/12/2025 16:26,Order 2554649217 modification confirmed
12/12/2025 16:26,Order 2554662688 successfully placed
12/12/2025 16:26,Modify position for symbol FX:XAUUSD with SL 4316.43 and TP 4353.43
12/12/2025 16:18,Order 2554649217 successfully placed
12/12/2025 16:18,Modify position for symbol FX:XAUUSD with TP 4353.43
12/12/2025 16:18,Order 2554648752 for symbol FX:XAUUSD has been executed at price 4330.13 for 280 units
12/12/2025 16:18,Order 2554648752 successfully placed
12/12/2025 16:18,Call to place market order to buy 280 units of symbol FX:XAUUSD 
12/12/2025 15:46,Failed to execute order 2554588509; reason: insufficient funds
12/12/2025 15:46,Order 2554588509 successfully placed
12/12/2025 15:46,Call to place market order to buy 285 units of symbol FX:XAUUSD 
12/12/2025 4:24,Order 2553495561 for symbol DELTAIN:BTCUSD.P has been executed at price 92124.5 for 13 units
12/12/2025 4:24,Order 2553495561 successfully placed
12/12/2025 4:24,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 4:23,Order 2553495019 for symbol DELTAIN:BTCUSD.P has been executed at price 92188.0 for 13 units
12/12/2025 4:23,Order 2553495019 successfully placed
12/12/2025 4:23,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 3:07,Order 2553371412 for symbol DELTAIN:BTCUSD.P has been executed at price 93040.0 for 13 units
12/12/2025 3:01,Order 2553371412 modification confirmed
12/12/2025 3:01,Modify position for symbol DELTAIN:BTCUSD.P with TP 93057.2
12/12/2025 2:59,Order 2553371412 activated at price 92811.1
12/12/2025 2:59,Order 2553370656 for symbol DELTAIN:BTCUSD.P has been executed at price 93015.5 for 13 units
12/12/2025 2:52,Order 2553371412 successfully placed
12/12/2025 2:52,Order 2553370656 modification confirmed
12/12/2025 2:52,Modified order 2553370656 for symbol DELTAIN:BTCUSD.P with price 93000.0 for 13 units with TP 92811.1
12/12/2025 2:52,Order 2553370656 successfully placed
12/12/2025 2:52,Call to place limit order to sell 13 units of symbol DELTAIN:BTCUSD.P at price 93000.00 
12/12/2025 2:49,Order 2553365761 for symbol FX:XAUUSD has been executed at price 4274.76 for 285 units
12/12/2025 2:49,Order 2553365761 successfully placed
12/12/2025 2:49,Order 2553363621 successfully cancelled
12/12/2025 2:49,Call to place market order to sell 285 units of symbol FX:XAUUSD 
12/12/2025 2:49,Order 2553363621 successfully placed
12/12/2025 2:49,Modify position for symbol FX:XAUUSD with TP 4275.31
12/12/2025 2:48,Order 2553362395 for symbol FX:XAUUSD has been executed at price 4275.31 for 570 units
12/12/2025 2:48,Order 2553354615 successfully cancelled
12/12/2025 2:48,Order 2553354614 successfully cancelled
12/12/2025 2:48,Order 2553362395 successfully placed
12/12/2025 2:48,Call to place market order to buy 570 units of symbol FX:XAUUSD 
12/12/2025 2:45,Order 2553354615 modification confirmed
12/12/2025 2:45,Order 2553354614 modification confirmed
12/12/2025 2:45,Modify position for symbol FX:XAUUSD with SL 4277.18 and TP 4264.17
12/12/2025 2:45,Order 2553354615 successfully placed
12/12/2025 2:45,Order 2553354614 successfully placed
12/12/2025 2:45,Modify position for symbol FX:XAUUSD with SL 4275.88 and TP 4264.17
12/12/2025 2:45,Order 2553353966 for symbol FX:XAUUSD has been executed at price 4272.82 for 285 units
12/12/2025 2:45,Order 2553353966 successfully placed
12/12/2025 2:45,Call to place market order to sell 285 units of symbol FX:XAUUSD 
12/12/2025 2:42,Order 2553347502 successfully cancelled
12/12/2025 2:42,Order 2553347502 successfully placed
12/12/2025 2:42,Call to place limit order to sell 13 units of symbol DELTAIN:BTCUSD.P at price 92550.00 
12/12/2025 2:38,Order 2553337972 for symbol DELTAIN:BTCUSD.P has been executed at price 92273.0 for 13 units
12/12/2025 2:38,Order 2553337972 successfully placed
12/12/2025 2:38,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 2:38,Order 2553337410 for symbol DELTAIN:BTCUSD.P has been executed at price 92148.5 for 13 units
12/12/2025 2:38,Order 2553337410 successfully placed
12/12/2025 2:38,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 2:36,Order 2553333386 for symbol DELTAIN:BTCUSD.P has been executed at price 91879.5 for 13 units
12/12/2025 2:36,Order 2553333386 successfully placed
12/12/2025 2:36,Order 2553325636 successfully cancelled
12/12/2025 2:36,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 2:32,Order 2553325636 successfully placed
12/12/2025 2:32,Modify position for symbol DELTAIN:BTCUSD.P with TP 92290.2
12/12/2025 2:32,Order 2553324645 for symbol DELTAIN:BTCUSD.P has been executed at price 91828.5 for 13 units
12/12/2025 2:32,Order 2553324645 successfully placed
12/12/2025 2:32,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 1:07,Order 2553098995 for symbol DELTAIN:BTCUSD.P has been executed at price 91404.0 for 12 units
12/12/2025 1:07,Order 2553098995 successfully placed
12/12/2025 1:07,Order 2553076260 successfully cancelled
12/12/2025 1:07,Order 2553085589 successfully cancelled
12/12/2025 1:07,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 1:06,Order 2553076260 modification confirmed
12/12/2025 1:06,Order 2553085589 modification confirmed
12/12/2025 1:06,Modify position for symbol DELTAIN:BTCUSD.P with SL 91341.5 and TP 91536.0
12/12/2025 1:06,Order 2553076260 modification confirmed
12/12/2025 1:06,Order 2553085589 modification confirmed
12/12/2025 1:06,Modify position for symbol DELTAIN:BTCUSD.P with SL 91235.2 and TP 91536.0
12/12/2025 1:05,Order 2553076260 modification confirmed
12/12/2025 1:05,Order 2553085589 modification confirmed
12/12/2025 1:05,Modify position for symbol DELTAIN:BTCUSD.P with SL 91160.2 and TP 91536.0
12/12/2025 1:03,Order 2553076260 modification confirmed
12/12/2025 1:03,Order 2553085589 modification confirmed
12/12/2025 1:03,Modify position for symbol DELTAIN:BTCUSD.P with SL 91117.7 and TP 91536.0
12/12/2025 1:03,Order 2553076260 modification confirmed
12/12/2025 1:03,Order 2553085589 modification confirmed
12/12/2025 1:03,Modify position for symbol DELTAIN:BTCUSD.P with SL 91034.3 and TP 91536.0
12/12/2025 1:02,Order 2553076260 modification confirmed
12/12/2025 1:02,Order 2553085589 successfully placed
12/12/2025 1:02,Modify position for symbol DELTAIN:BTCUSD.P with SL 91081.9 and TP 91536.0
12/12/2025 1:00,Order 2553076260 modification confirmed
12/12/2025 1:00,Modify position for symbol DELTAIN:BTCUSD.P with TP 91536.0
12/12/2025 0:59,Order 2553076260 successfully placed
12/12/2025 0:59,Modify position for symbol DELTAIN:BTCUSD.P with TP 91853.5
12/12/2025 0:59,Order 2553075836 for symbol DELTAIN:BTCUSD.P has been executed at price 91076.0 for 12 units
12/12/2025 0:59,Order 2553075836 successfully placed
12/12/2025 0:59,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 0:59,Failed to execute order 2553075564; reason: insufficient funds
12/12/2025 0:59,Order 2553075564 successfully placed
12/12/2025 0:59,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 0:49,Order 2553045161 for symbol DELTAIN:BTCUSD.P has been executed at price 90904.5 for 13 units
12/12/2025 0:49,Order 2553045161 successfully placed
12/12/2025 0:49,Order 2552934634 successfully cancelled
12/12/2025 0:49,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/12/2025 0:18,Order 2552934634 successfully placed
12/12/2025 0:18,Modify position for symbol DELTAIN:BTCUSD.P with TP 91494.6
12/12/2025 0:17,Order 2552932939 for symbol DELTAIN:BTCUSD.P has been executed at price 91108.5 for 13 units
12/12/2025 0:17,Order 2552932939 successfully placed
12/12/2025 0:17,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 23:18,Order 2552709473 for symbol FX:XAUUSD has been executed at price 4273.83 for 250 units
12/11/2025 23:18,Order 2552709474 successfully cancelled
12/11/2025 23:16,Order 2552709474 modification confirmed
12/11/2025 23:16,Order 2552709473 modification confirmed
12/11/2025 23:16,Modify position for symbol FX:XAUUSD with SL 4274.00 and TP 4280.33
12/11/2025 23:15,Order 2552709474 modification confirmed
12/11/2025 23:15,Order 2552709473 modification confirmed
12/11/2025 23:15,Modify position for symbol FX:XAUUSD with SL 4273.83 and TP 4280.33
12/11/2025 23:13,Order 2552709474 successfully placed
12/11/2025 23:13,Order 2552709473 successfully placed
12/11/2025 23:13,Modify position for symbol FX:XAUUSD with SL 4272.44 and TP 4280.33
12/11/2025 23:13,Order 2552707906 for symbol FX:XAUUSD has been executed at price 4275.03 for 250 units
12/11/2025 23:13,Order 2552707906 successfully placed
12/11/2025 23:13,Call to place market order to buy 250 units of symbol FX:XAUUSD 
12/11/2025 22:36,Order 2552557120 for symbol FX:XAUUSD has been executed at price 4277.37 for 100 units
12/11/2025 22:36,Order 2552557120 successfully placed
12/11/2025 22:36,Order 2552549339 successfully cancelled
12/11/2025 22:36,Order 2552549917 successfully cancelled
12/11/2025 22:36,Call to place market order to sell 100 units of symbol FX:XAUUSD 
12/11/2025 22:35,Order 2552549339 modification confirmed
12/11/2025 22:35,Order 2552549917 successfully placed
12/11/2025 22:35,Modify position for symbol FX:XAUUSD with SL 4261.90 and TP 4289.52
12/11/2025 22:34,Order 2552549339 successfully placed
12/11/2025 22:34,Modify position for symbol FX:XAUUSD with TP 4289.52
12/11/2025 22:34,Order 2552548120 for symbol FX:XAUUSD has been executed at price 4275.42 for 100 units
12/11/2025 22:34,Order 2552548120 successfully placed
12/11/2025 22:34,Call to place market order to buy 100 units of symbol FX:XAUUSD 
12/11/2025 22:34,Order 2552547008 for symbol DELTAIN:BTCUSD.P has been executed at price 89771.0 for 12 units
12/11/2025 22:34,Order 2552547008 successfully placed
12/11/2025 22:34,Call to place market order to buy 12 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 22:33,Order 2552541749 for symbol DELTAIN:BTCUSD.P has been executed at price 89640.5 for 12 units
12/11/2025 22:33,Order 2552541749 successfully placed
12/11/2025 22:33,Call to place market order to sell 12 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 22:30,Order 2552529300 for symbol FX:XAUUSD has been executed at price 4273.64 for 100 units
12/11/2025 22:30,Order 2552529300 successfully placed
12/11/2025 22:30,Order 2552518771 successfully cancelled
12/11/2025 22:30,Order 2552518770 successfully cancelled
12/11/2025 22:30,Call to place market order to sell 100 units of symbol FX:XAUUSD 
12/11/2025 22:28,Order 2552518771 successfully placed
12/11/2025 22:28,Order 2552518770 successfully placed
12/11/2025 22:28,Modify position for symbol FX:XAUUSD with SL 4261.58 and TP 4292.33
12/11/2025 22:28,Order 2552517528 for symbol FX:XAUUSD has been executed at price 4272.29 for 100 units
12/11/2025 22:28,Order 2552517528 successfully placed
12/11/2025 22:28,Call to place market order to buy 100 units of symbol FX:XAUUSD 
12/11/2025 18:36,Order 2551187131 for symbol OANDA:XAUUSD has been executed at price 4214.290 for 250 units
12/11/2025 18:36,Order 2551187131 successfully placed
12/11/2025 18:36,Order 2551173116 successfully cancelled
12/11/2025 18:36,Order 2551173115 successfully cancelled
12/11/2025 18:36,Call to place market order to buy 250 units of symbol OANDA:XAUUSD 
12/11/2025 18:33,Order 2551173116 modification confirmed
12/11/2025 18:33,Order 2551173115 modification confirmed
12/11/2025 18:33,Modify position for symbol OANDA:XAUUSD with SL 4221.700 and TP 4212.100
12/11/2025 18:32,Order 2551173116 successfully placed
12/11/2025 18:32,Order 2551173115 successfully placed
12/11/2025 18:32,Modify position for symbol OANDA:XAUUSD with SL 4221.862 and TP 4210.452
12/11/2025 18:31,Order 2551170017 for symbol OANDA:XAUUSD has been executed at price 4218.500 for 250 units
12/11/2025 18:31,Order 2551170017 successfully placed
12/11/2025 18:31,Call to place market order to sell 250 units of symbol OANDA:XAUUSD 
12/11/2025 18:30,Order 2551164551 for symbol OANDA:XAUUSD has been executed at price 4221.670 for 250 units
12/11/2025 18:30,Order 2551164551 successfully placed
12/11/2025 18:30,Call to place market order to buy 250 units of symbol OANDA:XAUUSD 
12/11/2025 18:27,Order 2551156623 for symbol OANDA:XAUUSD has been executed at price 4219.210 for 250 units
12/11/2025 18:27,Order 2551156623 successfully placed
12/11/2025 18:27,Call to place market order to sell 250 units of symbol OANDA:XAUUSD 
12/11/2025 18:05,Order 2551103343 for symbol DELTAIN:BTCUSD.P has been executed at price 90285.0 for 13 units
12/11/2025 18:05,Order 2551103343 successfully placed
12/11/2025 18:05,Order 2551084926 successfully cancelled
12/11/2025 18:05,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 17:59,Order 2551084926 modification confirmed
12/11/2025 17:59,Order 2551084925 successfully cancelled
12/11/2025 17:59,Modify position for symbol DELTAIN:BTCUSD.P with TP 90156.8
12/11/2025 17:59,Order 2551084926 modification confirmed
12/11/2025 17:59,Order 2551084925 modification confirmed
12/11/2025 17:59,Modify position for symbol DELTAIN:BTCUSD.P with SL 90472.1 and TP 90156.8
12/11/2025 17:59,Order 2551084926 modification confirmed
12/11/2025 17:59,Order 2551084925 modification confirmed
12/11/2025 17:59,Modify position for symbol DELTAIN:BTCUSD.P with SL 90415.6 and TP 90156.8
12/11/2025 17:58,Order 2551084926 successfully placed
12/11/2025 17:58,Order 2551084925 successfully placed
12/11/2025 17:58,Modify position for symbol DELTAIN:BTCUSD.P with SL 90340.3 and TP 90138.0
12/11/2025 17:57,Order 2551083986 for symbol DELTAIN:BTCUSD.P has been executed at price 90280.5 for 13 units
12/11/2025 17:57,Order 2551083986 successfully placed
12/11/2025 17:57,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 17:55,Order 2551076898 for symbol DELTAIN:BTCUSD.P has been executed at price 90302.5 for 13 units
12/11/2025 17:55,Order 2551076898 successfully placed
12/11/2025 17:55,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 17:54,Order 2551076471 for symbol DELTAIN:BTCUSD.P has been executed at price 90298.5 for 26 units
12/11/2025 17:54,Order 2551069379 successfully cancelled
12/11/2025 17:54,Order 2551069726 successfully cancelled
12/11/2025 17:54,Order 2551076471 successfully placed
12/11/2025 17:54,Call to place market order to sell 26 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 17:52,Order 2551069379 modification confirmed
12/11/2025 17:52,Order 2551069726 successfully placed
12/11/2025 17:52,Modify position for symbol DELTAIN:BTCUSD.P with SL 90210.4 and TP 90339.1
12/11/2025 17:52,Order 2551069379 successfully placed
12/11/2025 17:52,Modify position for symbol DELTAIN:BTCUSD.P with TP 90339.1
12/11/2025 17:51,Order 2551068647 for symbol DELTAIN:BTCUSD.P has been executed at price 90257.5 for 13 units
12/11/2025 17:51,Order 2551068647 successfully placed
12/11/2025 17:51,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 17:51,Order 2551040069 for symbol DELTAIN:BTCUSD.P has been executed at price 90248.5 for 13 units
12/11/2025 17:51,Order 2551040070 successfully cancelled
12/11/2025 17:43,Order 2551040070 modification confirmed
12/11/2025 17:43,Order 2551040069 modification confirmed
12/11/2025 17:43,Modify position for symbol DELTAIN:BTCUSD.P with SL 90245.4 and TP 90004.4
12/11/2025 17:40,Order 2551040070 successfully placed
12/11/2025 17:40,Order 2551040069 successfully placed
12/11/2025 17:40,Modify position for symbol DELTAIN:BTCUSD.P with SL 90211.7 and TP 90004.4
12/11/2025 17:39,Order 2551039062 for symbol DELTAIN:BTCUSD.P has been executed at price 90142.0 for 13 units
12/11/2025 17:39,Order 2551039062 successfully placed
12/11/2025 17:39,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 8:15,Order 2549941850 for symbol DELTAIN:BTCUSD.P has been executed at price 89967.0 for 13 units
12/11/2025 8:12,Order 2549941850 modification confirmed
12/11/2025 8:12,Modify position for symbol DELTAIN:BTCUSD.P with TP 89972.0
12/11/2025 8:11,Order 2549941850 modification confirmed
12/11/2025 8:11,Modify position for symbol DELTAIN:BTCUSD.P with TP 89933.5
12/11/2025 8:07,Order 2549941850 modification confirmed
12/11/2025 8:07,Modify position for symbol DELTAIN:BTCUSD.P with TP 89856.5
12/11/2025 8:01,Order 2549941850 successfully placed
12/11/2025 8:01,Modify position for symbol DELTAIN:BTCUSD.P with TP 89779.7
12/11/2025 8:01,Order 2549940782 for symbol DELTAIN:BTCUSD.P has been executed at price 89933.5 for 13 units
12/11/2025 8:01,Order 2549940782 successfully placed
12/11/2025 8:01,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 7:54,Order 2549923372 for symbol DELTAIN:BTCUSD.P has been executed at price 90183.0 for 13 units
12/11/2025 7:53,Order 2549923372 successfully placed
12/11/2025 7:53,Modify position for symbol DELTAIN:BTCUSD.P with TP 90184.6
12/11/2025 7:52,Order 2549921670 for symbol DELTAIN:BTCUSD.P has been executed at price 90261.5 for 13 units
12/11/2025 7:52,Order 2549921670 successfully placed
12/11/2025 7:52,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 7:48,Order 2549913223 for symbol DELTAIN:BTCUSD.P has been executed at price 90019.5 for 13 units
12/11/2025 7:48,Order 2549913223 successfully placed
12/11/2025 7:48,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 7:48,Order 2549913027 for symbol DELTAIN:BTCUSD.P has been executed at price 90020.5 for 13 units
12/11/2025 7:48,Order 2549913027 successfully placed
12/11/2025 7:48,Call to place limit order to sell 13 units of symbol DELTAIN:BTCUSD.P at price 90000.00 
12/11/2025 7:43,Order 2549902940 for symbol DELTAIN:BTCUSD.P has been executed at price 90189.5 for 13 units
12/11/2025 7:43,Order 2549902940 successfully placed
12/11/2025 7:43,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 7:43,Order 2549901416 for symbol DELTAIN:BTCUSD.P has been executed at price 90292.0 for 13 units
12/11/2025 7:43,Order 2549901416 successfully placed
12/11/2025 7:43,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 7:39,Order 2549893200 for symbol DELTAIN:BTCUSD.P has been executed at price 90245.0 for 13 units
12/11/2025 7:39,Order 2549893200 successfully placed
12/11/2025 7:39,Call to place market order to buy 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 7:39,Order 2549892349 for symbol DELTAIN:BTCUSD.P has been executed at price 90358.0 for 13 units
12/11/2025 7:39,Order 2549892349 successfully placed
12/11/2025 7:39,Call to place market order to sell 13 units of symbol DELTAIN:BTCUSD.P 
12/11/2025 6:11,Order 2549727153 for symbol DELTAIN:BTCUSD.P has been executed at price 91344.0 for 12 units
